ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,Cluster
8,Alat Kantor/Sekolah,Website Gramedia.com,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Self Wear,Sangat Setuju,Tidak Setuju,Tidak Setuju,Setuju,1
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,0
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,0
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,0
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,0
9,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,0
9,Komik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Komik,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Seni,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Literasi,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Daily needs,Netral,Tidak Setuju,Tidak Setuju,Setuju,2
9,Novel Fiksi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Tidak Setuju,Tidak Setuju,Setuju,3
10,Alat Kantor/Sekolah,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
10,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
10,Sport & mainanan,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Sangat Setuju,Sangat Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
11,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,0
11,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Hiburan atau relaksasi,Literasi,Self Wear,Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,1
11,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,0
11,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Setuju,Netral,Sangat Setuju,Sangat Tidak Setuju,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Netral,Netral,Netral,0
12,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Tidak Setuju,Netral,Netral,Netral,0
12,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,Alat Seni,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,Daily needs,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Lifestyle,Self Wear,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Netral,Netral,Netral,0
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Daily needs,Tidak Setuju,Netral,Netral,Netral,0
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Alat Seni,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Daily needs,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Daily needs,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Alat Seni,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Daily needs,Tidak Setuju,Netral,Netral,Netral,1
12,Buku Anak,Aplikasi Gramedia Digital (ebook),"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Netral,Netral,Netral,1
12,Edukasi,Aplikasi Gramedia Digital (ebook),Kado atau hadiah,Aktivitas Rekreasional,Alat Seni,Tidak Setuju,Netral,Netral,Netral,0
